Date,Open,High,Low,Close,Adj Close,Volume
2019-09-26,1.253664,1.257169,1.204640,1.232816,1.232816,1751924
2019-09-27,1.232817,1.287059,1.226003,1.285583,1.285583,1552429
2019-09-28,1.286018,1.300238,1.260338,1.268663,1.268663,1393273
2019-09-29,1.270403,1.293828,1.268397,1.286924,1.286924,1520233
2019-09-30,1.286924,1.295580,1.253076,1.284955,1.284955,1359509
2019-10-01,1.285735,1.313084,1.273455,1.300928,1.300928,1658295
2019-10-02,1.300928,1.339414,1.292753,1.299284,1.299284,1191237
2019-10-03,1.299284,1.311247,1.292470,1.310014,1.310014,1167413
2019-10-04,1.309660,1.331846,1.309254,1.327954,1.327954,1326549
2019-10-05,1.327954,1.330429,1.316232,1.319283,1.319283,1177989
2019-10-06,1.319195,1.325558,1.305703,1.314622,1.314622,1096556
2019-10-07,1.313198,1.320344,1.286897,1.309382,1.309382,1295912
2019-10-08,1.308544,1.360040,1.300964,1.352589,1.352589,1783548
2019-10-09,1.352589,1.439063,1.351783,1.429913,1.429913,1847510
2019-10-10,1.429507,1.432158,1.349738,1.356839,1.356839,3625958
2019-10-11,1.357311,1.418803,1.352009,1.396107,1.396107,1437468
2019-10-12,1.396335,1.401456,1.378565,1.382465,1.382465,1552338
2019-10-13,1.382920,1.382920,1.356139,1.362368,1.362368,1534696
2019-10-14,1.362368,1.391083,1.358051,1.363256,1.363256,2187237
2019-10-15,1.363189,1.437904,1.362982,1.393889,1.393889,3974023
2019-10-16,1.393889,1.397875,1.185445,1.359163,1.359163,2469387
2019-10-17,1.358672,1.372600,1.324390,1.350986,1.350986,1409369
2019-10-18,1.351596,1.362774,1.310183,1.314520,1.314520,1955323
2019-10-19,1.314949,1.347055,1.312776,1.341105,1.341105,2256813
2019-10-20,1.340613,1.375679,1.339595,1.353098,1.353098,2041502
2019-10-21,1.352910,1.358885,1.321212,1.330663,1.330663,2481497
2019-10-22,1.330482,1.361040,1.316792,1.330644,1.330644,1422037
2019-10-23,1.330612,1.356299,1.242405,1.248929,1.248929,2131156
2019-10-24,1.248435,1.262011,1.242908,1.252435,1.252435,891999
2019-10-25,1.252435,1.320826,1.212478,1.302230,1.302230,4488963
2019-10-26,1.302615,1.455487,1.302593,1.327656,1.327656,6461081
2019-10-27,1.327656,1.425385,1.302200,1.401979,1.401979,2855244
2019-10-28,1.401148,1.430120,1.374629,1.383128,1.383128,5301331
2019-10-29,1.383128,1.468158,1.380654,1.462427,1.462427,8549964
2019-10-30,1.463502,1.467871,1.380795,1.406010,1.406010,36846586
2019-10-31,1.406232,1.448679,1.374396,1.392146,1.392146,8340523
2019-11-01,1.392122,1.411112,1.366762,1.381376,1.381376,2126706
2019-11-02,1.381376,1.398632,1.373722,1.389687,1.389687,2022280
2019-11-03,1.389997,1.400394,1.345764,1.364219,1.364219,1976485
2019-11-04,1.363723,1.381866,1.337547,1.367129,1.367129,3312885
2019-11-05,1.367129,1.374181,1.311279,1.327704,1.327704,5170671
2019-11-06,1.328189,1.368554,1.312068,1.338568,1.338568,3694047
2019-11-07,1.339286,1.377297,1.331816,1.365639,1.365639,4968182
2019-11-08,1.364899,1.366868,1.312296,1.326508,1.326508,1991908
2019-11-09,1.326165,1.342431,1.308760,1.335340,1.335340,2481558
2019-11-10,1.334610,1.405430,1.328576,1.398187,1.398187,4808832
2019-11-11,1.398187,1.412901,1.357130,1.359379,1.359379,5231845
2019-11-12,1.359782,1.404722,1.350705,1.381449,1.381449,4038653
2019-11-13,1.380876,1.423006,1.380876,1.408914,1.408914,4636711
2019-11-14,1.408632,1.448362,1.400507,1.439907,1.439907,3925154
2019-11-15,1.439907,1.556275,1.436085,1.482671,1.482671,5853553
2019-11-16,1.483256,1.502391,1.478102,1.482099,1.482099,3861572
2019-11-17,1.482099,1.499266,1.470518,1.482279,1.482279,1917312
2019-11-18,1.481648,1.494661,1.439981,1.446213,1.446213,1723664
2019-11-19,1.446439,1.473899,1.433062,1.442929,1.442929,2271359
2019-11-20,1.442929,1.452281,1.429092,1.431514,1.431514,2757265
2019-11-21,1.431027,1.463398,1.417840,1.418993,1.418993,4690868
2019-11-22,1.418993,1.448807,1.386560,1.403270,1.403270,6634169
2019-11-23,1.403430,1.429314,1.401058,1.418233,1.418233,5029197
2019-11-24,1.419492,1.434495,1.399328,1.416518,1.416518,7009745
2019-11-25,1.417734,1.468143,1.393295,1.398977,1.398977,6707898
2019-11-26,1.398757,1.432867,1.378332,1.405905,1.405905,3446197
2019-11-27,1.399051,1.472975,1.374104,1.454733,1.454733,8190228
2019-11-28,1.455881,1.487870,1.434896,1.437170,1.437170,3364517
2019-11-29,1.437935,1.506230,1.436678,1.501756,1.501756,7247767
2019-11-30,1.501756,1.517845,1.460168,1.473047,1.473047,8396595
2019-12-01,1.473410,1.480934,1.425907,1.476954,1.476954,9944409
2019-12-02,1.476461,1.512531,1.448838,1.492000,1.492000,9514150
2019-12-03,1.492000,1.583356,1.492000,1.550795,1.550795,7624523
2019-12-04,1.550717,1.819642,1.526406,1.800696,1.800696,11150378
2019-12-05,1.800696,2.014552,1.793927,1.923262,1.923262,6985990
2019-12-06,1.923405,1.975900,1.911696,1.972920,1.972920,3118562
2019-12-07,1.973063,2.010025,1.949263,1.949263,1.949263,1620183
2019-12-08,1.949263,1.950292,1.798445,1.847255,1.847255,2238035
2019-12-09,1.847479,1.886970,1.825697,1.834104,1.834104,3379481
2019-12-10,1.834000,1.834856,1.739281,1.751396,1.751396,2879678
2019-12-11,1.751601,1.763145,1.706663,1.737594,1.737594,2463793
2019-12-12,1.737904,1.871364,1.731214,1.856386,1.856386,3791200
2019-12-13,1.856134,1.933908,1.853403,1.905900,1.905900,1691016
2019-12-14,1.905965,1.914812,1.866636,1.873248,1.873248,1161483
2019-12-15,1.873248,1.892707,1.805289,1.881203,1.881203,1257936
2019-12-16,1.881203,1.919006,1.850773,1.865779,1.865779,4990188
2019-12-17,1.865779,1.886837,1.801198,1.809058,1.809058,2709877
2019-12-18,1.809058,1.906634,1.798501,1.899818,1.899818,5325748
2019-12-19,1.899818,2.055187,1.885635,2.051335,2.051335,7756980
2019-12-20,2.051335,2.223974,2.051335,2.164663,2.164663,11601787
2019-12-21,2.164663,2.167261,2.138767,2.162799,2.162799,4510328
2019-12-22,2.162067,2.279630,2.152100,2.277825,2.277825,14021572
2019-12-23,2.280080,2.304313,2.187679,2.197728,2.197728,11749123
2019-12-24,2.198551,2.228869,2.143886,2.176572,2.176572,2483024
2019-12-25,2.176572,2.186015,2.146763,2.162279,2.162279,2187606
2019-12-26,2.163298,2.184483,2.138542,2.148802,2.148802,3416033
2019-12-27,2.148965,2.188474,2.134130,2.162533,2.162533,3720941
2019-12-28,2.162533,2.195931,2.158325,2.179724,2.179724,2434170
2019-12-29,2.179807,2.249090,2.176032,2.218597,2.218597,2834759
2019-12-30,2.218802,2.227666,2.161507,2.172854,2.172854,2380867
2019-12-31,2.172676,2.192391,2.140763,2.144674,2.144674,2134864
2020-01-01,2.144719,2.163910,2.140679,2.143433,2.143433,1589200
2020-01-02,2.143113,2.163056,2.129181,2.141854,2.141854,3721555
2020-01-03,2.144848,2.237168,2.138938,2.209671,2.209671,5532734
2020-01-04,2.209403,2.223264,2.170433,2.184715,2.184715,2715704
2020-01-05,2.184592,2.214880,2.148448,2.154870,2.154870,3934363
2020-01-06,2.153066,2.193795,2.139601,2.190276,2.190276,5286374
2020-01-07,2.190276,2.236814,2.134851,2.167916,2.167916,15062625
2020-01-08,2.167581,2.197796,2.131905,2.185814,2.185814,19029044
2020-01-09,2.185230,2.185230,2.135382,2.176740,2.176740,9430311
2020-01-10,2.175912,2.233805,2.133980,2.229614,2.229614,14675801
2020-01-11,2.229614,2.232572,2.132985,2.148563,2.148563,5803289
2020-01-12,2.147955,2.211404,2.134896,2.188941,2.188941,3630212
2020-01-13,2.187987,2.187987,2.141861,2.160894,2.160894,2940804
2020-01-14,2.161429,2.221709,2.153256,2.179443,2.179443,13893373
2020-01-15,2.178955,2.365315,2.165386,2.365023,2.365023,16714813
2020-01-16,2.365658,2.403504,2.293965,2.398843,2.398843,11841059
2020-01-17,2.398164,2.472339,2.375859,2.390365,2.390365,9870926
2020-01-18,2.390691,2.406485,2.339180,2.383169,2.383169,4476352
2020-01-19,2.383169,2.429875,2.260924,2.283015,2.283015,9409883
2020-01-20,2.283015,2.294381,2.211250,2.267687,2.267687,5575165
2020-01-21,2.266961,2.352387,2.261358,2.351974,2.351974,4975268
2020-01-22,2.350271,2.356418,2.294351,2.319681,2.319681,4750574
2020-01-23,2.320510,2.324226,2.182028,2.230809,2.230809,7813966
2020-01-24,2.230809,2.286338,2.196275,2.268299,2.268299,4532178
2020-01-25,2.268895,2.268895,2.209126,2.222282,2.222282,2658322
2020-01-26,2.221972,2.289670,2.203711,2.286460,2.286460,4249864
2020-01-27,2.287055,2.406852,2.287055,2.375446,2.375446,6384886
2020-01-28,2.375804,2.443701,2.340724,2.443701,2.443701,8340562
2020-01-29,2.444460,2.451443,2.350743,2.356059,2.356059,10064881
2020-01-30,2.355978,2.423010,2.324370,2.409496,2.409496,10180765
2020-01-31,2.409752,2.412745,2.324408,2.371486,2.371486,9411944
2020-02-01,2.370058,2.387073,2.332306,2.351378,2.351378,5230025
2020-02-02,2.351168,2.380409,2.304505,2.322287,2.322287,5998617
2020-02-03,2.322287,2.369947,2.267710,2.301225,2.301225,10793195
2020-02-04,2.301644,2.315594,2.214304,2.248170,2.248170,5334975
2020-02-05,2.248421,2.379112,2.243628,2.344560,2.344560,9342766
2020-02-06,2.345381,2.413757,2.320560,2.399235,2.399235,10453508
2020-02-07,2.402096,2.442211,2.357064,2.380101,2.380101,9103510
2020-02-08,2.381091,2.401654,2.341769,2.382408,2.382408,4803219
2020-02-09,2.381190,2.433742,2.370307,2.408008,2.408008,5015156
2020-02-10,2.408772,2.538858,2.331964,2.496115,2.496115,19011417
2020-02-11,2.496415,2.553163,2.425172,2.553057,2.553057,6035612
2020-02-12,2.552395,2.612702,2.542356,2.579691,2.579691,5439748
2020-02-13,2.579691,2.610162,2.485113,2.516671,2.516671,10442035
2020-02-14,2.516604,2.566342,2.510439,2.564582,2.564582,3003536
2020-02-15,2.564582,2.577204,2.477942,2.521597,2.521597,8613215
2020-02-16,2.519230,3.361039,2.516156,2.964121,2.964121,55616307
2020-02-17,2.963206,2.965351,2.518694,2.726733,2.726733,23238816
2020-02-18,2.726114,2.849305,2.694019,2.842199,2.842199,3661476
2020-02-19,2.842847,2.846540,2.646377,2.663507,2.663507,3451585
2020-02-20,2.665080,2.665080,2.594362,2.627388,2.627388,4426589
2020-02-21,2.628650,2.711798,2.622497,2.690461,2.690461,2668053
2020-02-22,2.690130,2.691792,2.651952,2.677181,2.677181,1872222
2020-02-23,2.677181,2.754591,2.672545,2.747995,2.747995,1940538
2020-02-24,2.749458,2.761758,2.550759,2.612334,2.612334,3336696
2020-02-25,2.612029,2.614281,2.458917,2.475075,2.475075,5534305
2020-02-26,2.472872,2.476514,2.202342,2.290688,2.290688,11122615
2020-02-27,2.291397,2.461568,2.228215,2.434477,2.434477,5531337
2020-02-28,2.440482,2.621782,2.440482,2.609685,2.609685,5187729
2020-02-29,2.606927,2.681724,2.596006,2.598257,2.598257,4075326
2020-03-01,2.596007,2.650769,2.530877,2.562149,2.562149,2822044
2020-03-02,2.562646,2.689368,2.550892,2.667949,2.667949,3378102
2020-03-03,2.667778,2.713238,2.616669,2.644062,2.644062,2172564
2020-03-04,2.644588,2.687514,2.618546,2.640434,2.640434,1850742
2020-03-05,2.641246,2.776561,2.641246,2.727572,2.727572,2140264
2020-03-06,2.727572,2.804573,2.721246,2.789269,2.789269,1881685
2020-03-07,2.790823,2.793392,2.677625,2.685520,2.685520,1643859
2020-03-08,2.685520,2.686531,2.439357,2.452388,2.452388,3284962
2020-03-09,2.452515,2.452515,2.375181,2.408832,2.408832,3359826
2020-03-10,2.407092,2.477034,2.399582,2.453163,2.453163,3412390
2020-03-11,2.453320,2.475151,2.269419,2.395099,2.395099,2165453
2020-03-12,2.394398,2.398008,2.049030,2.151832,2.151832,21986540
2020-03-13,2.145408,2.232095,1.947830,2.043248,2.043248,45944176
2020-03-14,2.049587,2.078859,1.986611,2.028951,2.028951,23371165
2020-03-15,2.028951,2.269299,2.011231,2.093440,2.093440,10433324
2020-03-16,2.093249,2.093366,1.974695,2.010496,2.010496,13600333
2020-03-17,2.007582,2.115834,1.979848,2.058101,2.058101,10787498
2020-03-18,2.050394,2.096878,2.029712,2.055037,2.055037,11346464
2020-03-19,2.055037,2.491013,2.055037,2.431007,2.431007,11575231
2020-03-20,2.430679,2.680149,2.196064,2.370038,2.370038,13483504
2020-03-21,2.375934,2.439290,2.265577,2.379677,2.379677,8593497
2020-03-22,2.379615,2.454286,2.222926,2.235085,2.235085,10900304
2020-03-23,2.235085,2.436210,2.195730,2.436210,2.436210,7585946
2020-03-24,2.435355,2.568869,2.419814,2.488170,2.488170,3102335
2020-03-25,2.487852,2.538257,2.416770,2.458556,2.458556,2933285
2020-03-26,2.458556,2.511074,2.436798,2.501539,2.501539,1539672
2020-03-27,2.503200,2.505808,2.381240,2.382742,2.382742,2770079
2020-03-28,2.382856,2.385366,2.257714,2.313074,2.313074,2724905
2020-03-29,2.313697,2.315069,2.193315,2.195457,2.195457,2380726
2020-03-30,2.193273,2.414972,2.186777,2.399420,2.399420,3128295
2020-03-31,2.395600,2.443316,2.393212,2.411117,2.411117,2208256
2020-04-01,2.411117,2.448114,2.306651,2.448114,2.448114,2215969
2020-04-02,2.448655,2.578895,2.431186,2.487914,2.487914,3663529
2020-04-03,2.487720,2.563454,2.441152,2.484357,2.484357,2147098
2020-04-04,2.483360,2.551966,2.461343,2.541781,2.541781,2431952
2020-04-05,2.543638,2.553252,2.484487,2.518121,2.518121,1521683
2020-04-06,2.518569,2.752122,2.514197,2.752122,2.752122,1935698
2020-04-07,2.756027,2.812241,2.637672,2.660591,2.660591,2300668
2020-04-08,2.660336,2.751784,2.650140,2.736152,2.736152,1460848
2020-04-09,2.734170,2.741932,2.669696,2.724431,2.724431,1385641
2020-04-10,2.724459,2.724459,2.492219,2.521294,2.521294,1826524
2020-04-11,2.521294,2.558659,2.493337,2.523844,2.523844,1356748
2020-04-12,2.522786,2.636237,2.504919,2.578091,2.578091,1886315
2020-04-13,2.577015,2.579957,2.465970,2.575387,2.575387,2455690
2020-04-14,2.575387,2.666287,2.565728,2.607417,2.607417,1869501
2020-04-15,2.606606,2.647941,2.499320,2.503668,2.503668,1797220
2020-04-16,2.503335,2.718170,2.456065,2.718170,2.718170,3326954
2020-04-17,2.718219,2.746671,2.679894,2.715469,2.715469,2261551
2020-04-18,2.715469,2.805462,2.714700,2.797368,2.797368,1959471
2020-04-19,2.798002,2.809241,2.737848,2.755640,2.755640,1922915
2020-04-20,2.755133,2.793973,2.580413,2.598202,2.598202,1929161
2020-04-21,2.596632,2.641641,2.580070,2.593784,2.593784,2540137
2020-04-22,2.593966,2.724797,2.583282,2.708175,2.708175,1693901
2020-04-23,2.708412,2.795263,2.684136,2.762699,2.762699,2574530
2020-04-24,2.762701,2.824627,2.762701,2.805410,2.805410,2408822
2020-04-25,2.804269,2.866498,2.795673,2.836911,2.836911,1766004
2020-04-26,2.835346,2.876060,2.822917,2.848524,2.848524,1546370
2020-04-27,2.855412,2.890051,2.829534,2.890038,2.890038,1973644
2020-04-28,2.892092,2.903576,2.869003,2.899685,2.899685,1896165
2020-04-29,2.899146,3.177121,2.892200,3.154319,3.154319,4226816
2020-04-30,3.151071,3.346263,3.058577,3.100493,3.100493,4123552
2020-05-01,3.100493,3.237448,3.100493,3.192813,3.192813,2041413
2020-05-02,3.193630,3.211511,3.169503,3.204242,3.204242,2003317
2020-05-03,3.204494,3.259161,3.126603,3.154638,3.154638,2058820
2020-05-04,3.155221,3.169727,3.033170,3.144388,3.144388,3262295
2020-05-05,3.144157,3.189742,3.109704,3.156774,3.156774,2455311
2020-05-06,3.151225,3.234895,3.056417,3.056417,3.056417,3942804
2020-05-07,3.056417,3.193513,3.012688,3.165913,3.165913,3332343
2020-05-08,3.165913,3.203352,3.109075,3.113858,3.113858,2640559
2020-05-09,3.114655,3.136324,3.023879,3.029559,3.029559,2134038
2020-05-10,3.030405,3.030405,2.690989,2.747234,2.747234,8672322
2020-05-11,2.748889,2.809501,2.621376,2.729087,2.729087,5926716
2020-05-12,2.729107,2.853926,2.722795,2.804009,2.804009,2600540
2020-05-13,2.806271,2.925940,2.800566,2.898204,2.898204,1969935
2020-05-14,2.898204,3.017597,2.886883,2.986369,2.986369,2783689
2020-05-15,2.986142,2.991326,2.864749,2.882063,2.882063,4842404
2020-05-16,2.882649,2.965464,2.865857,2.919062,2.919062,2322959
2020-05-17,2.919001,3.035263,2.912162,2.991262,2.991262,2373405
2020-05-18,2.991417,3.079269,2.980854,3.033121,3.033121,3117120
2020-05-19,3.031870,3.063185,2.968048,3.033770,3.033770,8647319
2020-05-20,3.033289,3.053296,2.923049,2.939387,2.939387,2823913
2020-05-21,2.939093,2.956940,2.734527,2.802663,2.802663,4118480
2020-05-22,2.800681,2.884784,2.782587,2.868524,2.868524,2982527
2020-05-23,2.868984,2.907677,2.828902,2.857578,2.857578,2055277
2020-05-24,2.857565,2.894704,2.729045,2.729151,2.729151,2857315
2020-05-25,2.724815,2.799321,2.706329,2.789252,2.789252,3026621
2020-05-26,2.789423,2.821203,2.773529,2.810642,2.810642,4265211
2020-05-27,2.810642,2.868733,2.809608,2.865028,2.865028,3902635
2020-05-28,2.865168,2.962227,2.842722,2.956508,2.956508,3088807
2020-05-29,2.956123,2.984125,2.899523,2.930782,2.930782,2776337
2020-05-30,2.931256,3.063695,2.913430,3.050809,3.050809,5506820
2020-05-31,3.050859,3.058756,2.929450,2.944365,2.944365,2479213
2020-06-01,2.944259,3.140148,2.937791,3.119554,3.119554,3635506
2020-06-02,3.114460,3.132356,2.883379,2.934178,2.934178,6120679
2020-06-03,2.934178,2.986775,2.911576,2.986775,2.986775,2443435
2020-06-04,2.987416,3.016936,2.925765,2.996426,2.996426,2975007
2020-06-05,2.996426,3.032815,2.968356,2.974272,2.974272,4676737
2020-06-06,2.974272,3.008114,2.952734,2.970230,2.970230,2363782
2020-06-07,2.970230,2.987017,2.887920,2.983270,2.983270,2394067
2020-06-08,2.983654,2.995634,2.951034,2.994274,2.994274,2630031
2020-06-09,2.996792,3.013202,2.960123,3.005628,3.005628,2638811
2020-06-10,3.006450,3.013303,2.967215,2.977347,2.977347,3225706
2020-06-11,2.977222,3.000560,2.787617,2.812132,2.812132,3556550
2020-06-12,2.810999,2.884186,2.793981,2.873483,2.873483,2574810
2020-06-13,2.874159,2.897062,2.850915,2.892860,2.892860,2484482
2020-06-14,2.892172,2.898999,2.839780,2.852004,2.852004,2702652
2020-06-15,2.851796,3.051365,2.783888,3.025925,3.025925,8353681
2020-06-16,3.026053,3.062442,2.971386,3.003982,3.003982,3281827
2020-06-17,3.003848,3.035994,2.943217,3.033557,3.033557,3076356
2020-06-18,3.033624,3.040888,2.980318,3.013449,3.013449,2241625
2020-06-19,3.014992,3.014992,2.959408,2.964030,2.964030,2485874
2020-06-20,2.963882,2.996762,2.937813,2.969758,2.969758,2375606
2020-06-21,2.969744,2.997678,2.963182,2.966358,2.966358,1862842
2020-06-22,2.966243,3.059205,2.962784,3.053867,3.053867,3167961
2020-06-23,3.052599,3.061729,3.015471,3.044678,3.044678,2455508
2020-06-24,3.046207,3.068296,2.928421,2.947979,2.947979,3384690
2020-06-25,2.948322,2.959387,2.874919,2.932187,2.932187,2521751
2020-06-26,2.930889,2.955797,2.889455,2.906592,2.906592,2398619
2020-06-27,2.906606,2.934316,2.805067,2.836470,2.836470,2969146
2020-06-28,2.836470,2.894457,2.806821,2.872215,2.872215,2401998
2020-06-29,2.872032,2.918329,2.837533,2.897974,2.897974,2307942
2020-06-30,2.896969,2.912413,2.856941,2.884327,2.884327,2346254
2020-07-01,2.891314,2.953748,2.871071,2.932818,2.932818,3051350
2020-07-02,2.933259,2.947346,2.854585,2.891903,2.891903,2869246
2020-07-03,2.891957,2.898360,2.852567,2.859678,2.859678,2145249
2020-07-04,2.858104,2.905148,2.854898,2.882243,2.882243,2105917
2020-07-05,2.881802,2.903909,2.822294,2.858268,2.858268,2504937
2020-07-06,2.858268,2.994008,2.851009,2.987847,2.987847,3106872
2020-07-07,2.986702,3.007106,2.943134,2.979027,2.979027,3516904
2020-07-08,2.979027,3.072486,2.974257,3.063402,3.063402,4010446
2020-07-09,3.063402,3.066072,2.982407,3.021841,3.021841,3793318
2020-07-10,3.021247,3.040155,2.952146,3.035492,3.035492,3096472
2020-07-11,3.036954,3.059812,3.020572,3.051197,3.051197,2767648
2020-07-12,3.051748,3.136352,3.051748,3.108220,3.108220,3930001
2020-07-13,3.108220,3.141083,3.070774,3.113625,3.113625,4649359
2020-07-14,3.113625,3.124572,3.076001,3.097851,3.097851,5503861
2020-07-15,3.096985,3.112406,3.037005,3.045999,3.045999,3207451
2020-07-16,3.046154,3.054202,2.947267,2.975070,2.975070,3948207
2020-07-17,2.974674,2.983257,2.934272,2.939263,2.939263,2791835
2020-07-18,2.938673,2.951605,2.904211,2.922917,2.922917,3212116
2020-07-19,2.921873,2.954989,2.900712,2.917715,2.917715,4459213
2020-07-20,2.919525,2.938921,2.872952,2.883955,2.883955,3541648
2020-07-21,2.884142,2.998727,2.879180,2.980102,2.980102,5606090
2020-07-22,2.979563,3.014147,2.931792,3.001431,3.001431,5126984
2020-07-23,3.001431,3.035305,2.968092,3.000961,3.000961,6478893
2020-07-24,3.000961,3.025903,2.935497,2.978198,2.978198,5772464
2020-07-25,2.978444,3.048218,2.967392,3.033160,3.033160,7664856
2020-07-26,3.032766,3.128834,3.010168,3.110433,3.110433,7852338
2020-07-27,3.110391,3.483483,3.110391,3.415886,3.415886,31961606
2020-07-28,3.422306,3.498044,3.252024,3.324057,3.324057,15168568
2020-07-29,3.325777,3.393871,3.307631,3.329547,3.329547,10587517
2020-07-30,3.330539,3.377242,3.256941,3.327464,3.327464,7508479
2020-07-31,3.327464,3.445824,3.297502,3.416814,3.416814,9284812
2020-08-01,3.416814,3.496602,3.394799,3.480859,3.480859,11997590
2020-08-02,3.483935,3.680026,3.274167,3.343936,3.343936,20889539
2020-08-03,3.345430,3.573758,3.325647,3.544324,3.544324,15270303
2020-08-04,3.547109,3.623932,3.424306,3.477535,3.477535,12294119
2020-08-05,3.477638,3.612851,3.442289,3.610662,3.610662,9752878
2020-08-06,3.610662,3.621698,3.519617,3.531370,3.531370,7012050
2020-08-07,3.530615,3.609836,3.344852,3.432776,3.432776,11861743
2020-08-08,3.433827,3.496091,3.395715,3.493180,3.493180,4475608
2020-08-09,3.496418,3.510079,3.416593,3.454754,3.454754,3491423
2020-08-10,3.454754,3.534970,3.449126,3.509042,3.509042,5678468
2020-08-11,3.509880,3.523358,3.266661,3.316239,3.316239,8207054
2020-08-12,3.316511,3.403626,3.225065,3.379808,3.379808,7446812
2020-08-13,3.379777,3.490999,3.239216,3.488456,3.488456,8864615
2020-08-14,3.488620,3.540000,3.450578,3.508630,3.508630,7170720
2020-08-15,3.511327,3.535391,3.438352,3.448896,3.448896,8005044
2020-08-16,3.450812,3.451421,3.346654,3.443816,3.443816,4593549
2020-08-17,3.443816,3.601968,3.399734,3.517957,3.517957,10420032
2020-08-18,3.516552,3.580549,3.472833,3.505322,3.505322,9374893
2020-08-19,3.501846,3.521515,3.315643,3.343349,3.343349,8865253
2020-08-20,3.343349,3.459485,3.343349,3.447689,3.447689,5086751
